Site ID,M35/7281
Site Name,M35/7281
Site ID,SampleID,Collection Date,Measurement,Value,Units
"M35/7281","20233208","20-Apr 2023 11:50am","Difference in Ion Balance","0.590","%"
"M35/7281","20233208","20-Apr 2023 11:50am","Dissolved Oxygen","7.750","mg/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Dissolved Oxygen Saturation","74.600","%"
"M35/7281","20233208","20-Apr 2023 11:50am","E. coli","<1","MPN/100mL"
"M35/7281","20233208","20-Apr 2023 11:50am","Hardness, Total","75.000","g/m3 as CaCO3"
"M35/7281","20233208","20-Apr 2023 11:50am","Magnesium, Dissolved","3.100","mg/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Nitrate Nitrogen","4.000","mg/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Oxidation Reduction Potential","120.900","mV"
"M35/7281","20233208","20-Apr 2023 11:50am","pH","7.4",""
"M35/7281","20233208","20-Apr 2023 11:50am","pH (Field)","6.42",""
"M35/7281","20233208","20-Apr 2023 11:50am","Potassium, Dissolved","1.150","mg/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Silica, Reactive","13.500","mg/L  as SiO2"
"M35/7281","20233208","20-Apr 2023 11:50am","Sodium, Dissolved","8.700","mg/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Sulphate","9.300","mg/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Sum of anions","1.930","meq/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Sum of cations","1.910","meq/L"
"M35/7281","20233208","20-Apr 2023 11:50am","Total Coliforms","<1.00","number/100mL"
"M35/7281","20233208","20-Apr 2023 11:50am","Water Temperature (Field)","13.6","C"
"M35/7281","20230193","25-Jan 2023 09:15am","Alkalinity, Total","55.0","g/m3 as CaCO3"
"M35/7281","20230193","25-Jan 2023 09:15am","Bicarbonate","66.000","mg/L  at 25°C"
"M35/7281","20230193","25-Jan 2023 09:15am","Calcium, Dissolved","22.000","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Chloride","10.200","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Conductivity","19.2","mS/m"
"M35/7281","20230193","25-Jan 2023 09:15am","Conductivity (Field)","18.10","mS/m"
"M35/7281","20230193","25-Jan 2023 09:15am","Difference in Ion Balance","0.710","%"
"M35/7281","20230193","25-Jan 2023 09:15am","Dissolved Oxygen","7.840","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Dissolved Oxygen Saturation","74.400","%"
"M35/7281","20230193","25-Jan 2023 09:15am","E. coli","<1","MPN/100mL"
"M35/7281","20230193","25-Jan 2023 09:15am","Hardness, Total","67.000","g/m3 as CaCO3"
"M35/7281","20230193","25-Jan 2023 09:15am","Magnesium, Dissolved","3.100","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Nitrate Nitrogen","3.400","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Oxidation Reduction Potential","189.400","mV"
"M35/7281","20230193","25-Jan 2023 09:15am","pH","7.3",""
"M35/7281","20230193","25-Jan 2023 09:15am","pH (Field)","6.29",""
"M35/7281","20230193","25-Jan 2023 09:15am","Potassium, Dissolved","1.160","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Silica, Reactive","13.300","mg/L  as SiO2"
"M35/7281","20230193","25-Jan 2023 09:15am","Sodium, Dissolved","9.000","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Sulphate","8.100","mg/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Sum of anions","1.790","meq/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Sum of cations","1.760","meq/L"
"M35/7281","20230193","25-Jan 2023 09:15am","Total Coliforms","<1.00","number/100mL"
"M35/7281","20230193","25-Jan 2023 09:15am","Water Temperature (Field)","13.6","C"
"M35/7281","20225707","13-Oct 2022 10:40am","Alkalinity, Total","54.0","g/m3 as CaCO3"
"M35/7281","20225707","13-Oct 2022 10:40am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Arsenic, Dissolved","<0.0010","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Bicarbonate","66.000","mg/L  at 25°C"
"M35/7281","20225707","13-Oct 2022 10:40am","Calcium, Dissolved","21.000","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Chloride","7.400","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Conductivity","17.4","mS/m"
"M35/7281","20225707","13-Oct 2022 10:40am","Conductivity (Field)","16.29","mS/m"
"M35/7281","20225707","13-Oct 2022 10:40am","Difference in Ion Balance","0.920","%"
"M35/7281","20225707","13-Oct 2022 10:40am","Dissolved Oxygen","6.230","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Dissolved Oxygen Saturation","59.800","%"
"M35/7281","20225707","13-Oct 2022 10:40am","Dissolved Reactive Phosphorus","0.0030","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","E. coli","<1","MPN/100mL"
"M35/7281","20225707","13-Oct 2022 10:40am","Hardness, Total","64.000","g/m3 as CaCO3"
"M35/7281","20225707","13-Oct 2022 10:40am","Iron, Dissolved","<0.020","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Magnesium, Dissolved","2.600","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Manganese, Dissolved","0.0011","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Nitrate Nitrogen","2.100","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Nitrate-N Nitrite-N","2.100","g/m3"
"M35/7281","20225707","13-Oct 2022 10:40am","Nitrite Nitrogen","<0.002","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Oxidation Reduction Potential","96.000","mV"
"M35/7281","20225707","13-Oct 2022 10:40am","pH","7.2",""
"M35/7281","20225707","13-Oct 2022 10:40am","pH (Field)","6.55",""
"M35/7281","20225707","13-Oct 2022 10:40am","Potassium, Dissolved","1.060","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Silica, Reactive","16.900","mg/L  as SiO2"
"M35/7281","20225707","13-Oct 2022 10:40am","Sodium, Dissolved","8.000","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Sulphate","8.600","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Sum of anions","1.620","meq/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Sum of cations","1.650","meq/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Total Coliforms","<1.00","number/100mL"
"M35/7281","20225707","13-Oct 2022 10:40am","Total Dissolved Phosphorus","0.004","mg/L"
"M35/7281","20225707","13-Oct 2022 10:40am","Water Temperature (Field)","13.5","C"
"M35/7281","20223098","21-Apr 2022 08:15am","Alkalinity, Total","55.0","g/m3 as CaCO3"
"M35/7281","20223098","21-Apr 2022 08:15am","Bicarbonate","67.000","mg/L  at 25°C"
"M35/7281","20223098","21-Apr 2022 08:15am","Calcium, Dissolved","20.000","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Chloride","7.100","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Conductivity","16.6","mS/m"
"M35/7281","20223098","21-Apr 2022 08:15am","Conductivity (Field)","15.08","mS/m"
"M35/7281","20223098","21-Apr 2022 08:15am","Difference in Ion Balance","0.130","%"
"M35/7281","20223098","21-Apr 2022 08:15am","Dissolved Oxygen","5.880","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Dissolved Oxygen Saturation","56.800","%"
"M35/7281","20223098","21-Apr 2022 08:15am","Hardness, Total","62.000","g/m3 as CaCO3"
"M35/7281","20223098","21-Apr 2022 08:15am","Magnesium, Dissolved","2.600","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Nitrate Nitrogen","2.100","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Oxidation Reduction Potential","222.700","mV"
"M35/7281","20223098","21-Apr 2022 08:15am","pH","7.5",""
"M35/7281","20223098","21-Apr 2022 08:15am","pH (Field)","6.39",""
"M35/7281","20223098","21-Apr 2022 08:15am","Potassium, Dissolved","1.090","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Silica, Reactive","13.000","mg/L  as SiO2"
"M35/7281","20223098","21-Apr 2022 08:15am","Sodium, Dissolved","8.100","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Sulphate","7.800","mg/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Sum of anions","1.610","meq/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Sum of cations","1.620","meq/L"
"M35/7281","20223098","21-Apr 2022 08:15am","Water Temperature (Field)","13.6","C"
"M35/7281","20220895","26-Jan 2022 08:45am","Alkalinity, Total","54.0","g/m3 as CaCO3"
"M35/7281","20220895","26-Jan 2022 08:45am","Bicarbonate","66.000","mg/L  at 25°C"
"M35/7281","20220895","26-Jan 2022 08:45am","Calcium, Dissolved","20.000","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Chloride","6.300","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Conductivity","16.1","mS/m"
"M35/7281","20220895","26-Jan 2022 08:45am","Conductivity (Field)","15.68","mS/m"
"M35/7281","20220895","26-Jan 2022 08:45am","Difference in Ion Balance","0.460","%"
"M35/7281","20220895","26-Jan 2022 08:45am","Dissolved Oxygen","7.360","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Dissolved Oxygen Saturation","71.800","%"
"M35/7281","20220895","26-Jan 2022 08:45am","E. coli","<1","MPN/100mL"
"M35/7281","20220895","26-Jan 2022 08:45am","Hardness, Total","60.000","g/m3 as CaCO3"
"M35/7281","20220895","26-Jan 2022 08:45am","Magnesium, Dissolved","2.500","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Nitrate Nitrogen","1.810","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Oxidation Reduction Potential","172.400","mV"
"M35/7281","20220895","26-Jan 2022 08:45am","pH","7.4",""
"M35/7281","20220895","26-Jan 2022 08:45am","pH (Field)","6.40",""
"M35/7281","20220895","26-Jan 2022 08:45am","Potassium, Dissolved","1.040","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Silica, Reactive","13.400","mg/L  as SiO2"
"M35/7281","20220895","26-Jan 2022 08:45am","Sodium, Dissolved","7.700","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Sulphate","8.100","mg/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Sum of anions","1.560","meq/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Sum of cations","1.570","meq/L"
"M35/7281","20220895","26-Jan 2022 08:45am","Total Coliforms","<1.00","number/100mL"
"M35/7281","20220895","26-Jan 2022 08:45am","Water Temperature (Field)","13.6","C"
"M35/7281","20216170","19-Oct 2021 11:00am","Alkalinity, Total","55.0","g/m3 as CaCO3"
"M35/7281","20216170","19-Oct 2021 11:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Bicarbonate","67.000","mg/L  at 25°C"
"M35/7281","20216170","19-Oct 2021 11:00am","Calcium, Dissolved","19.200","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Chloride","6.000","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Conductivity","16.0","mS/m"
"M35/7281","20216170","19-Oct 2021 11:00am","Conductivity (Field)","14.82","mS/m"
"M35/7281","20216170","19-Oct 2021 11:00am","Difference in Ion Balance","1.400","%"
"M35/7281","20216170","19-Oct 2021 11:00am","Dissolved Oxygen","6.670","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Dissolved Oxygen Saturation","64.000","%"
"M35/7281","20216170","19-Oct 2021 11:00am","Dissolved Reactive Phosphorus","<0.0010","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","E. coli","<1","MPN/100mL"
"M35/7281","20216170","19-Oct 2021 11:00am","Fluoride","<0.050","g/m3"
"M35/7281","20216170","19-Oct 2021 11:00am","Hardness, Total","58.000","g/m3 as CaCO3"
"M35/7281","20216170","19-Oct 2021 11:00am","Iron, Dissolved","0.020","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Magnesium, Dissolved","2.400","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Manganese, Dissolved","0.0010","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Nitrate Nitrogen","1.530","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Nitrate-N Nitrite-N","1.530","g/m3"
"M35/7281","20216170","19-Oct 2021 11:00am","Nitrite Nitrogen","<0.002","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Oxidation Reduction Potential","235.200","mV"
"M35/7281","20216170","19-Oct 2021 11:00am","pH","7.4",""
"M35/7281","20216170","19-Oct 2021 11:00am","pH (Field)","6.58",""
"M35/7281","20216170","19-Oct 2021 11:00am","Potassium, Dissolved","1.060","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Silica, Reactive","14.000","mg/L  as SiO2"
"M35/7281","20216170","19-Oct 2021 11:00am","Sodium, Dissolved","7.800","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Sulphate","8.700","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Sum of anions","1.570","meq/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Sum of cations","1.520","meq/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Total Coliforms","<1.00","number/100mL"
"M35/7281","20216170","19-Oct 2021 11:00am","Total Dissolved Phosphorus","0.003","mg/L"
"M35/7281","20216170","19-Oct 2021 11:00am","Water Temperature (Field)","13.5","C"
"M35/7281","20214787","20-Jul 2021 12:30pm","Alkalinity, Total","57.0","g/m3 as CaCO3"
"M35/7281","20214787","20-Jul 2021 12:30pm","Bicarbonate","69.000","mg/L  at 25°C"
"M35/7281","20214787","20-Jul 2021 12:30pm","Calcium, Dissolved","21.000","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Chloride","6.100","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Conductivity","16.4","mS/m"
"M35/7281","20214787","20-Jul 2021 12:30pm","Conductivity (Field)","16.00","mS/m"
"M35/7281","20214787","20-Jul 2021 12:30pm","Difference in Ion Balance","1.810","%"
"M35/7281","20214787","20-Jul 2021 12:30pm","Dissolved Oxygen","7.450","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Dissolved Oxygen Saturation","71.500","%"
"M35/7281","20214787","20-Jul 2021 12:30pm","E. coli","<1","MPN/100mL"
"M35/7281","20214787","20-Jul 2021 12:30pm","Hardness, Total","64.000","g/m3 as CaCO3"
"M35/7281","20214787","20-Jul 2021 12:30pm","Magnesium, Dissolved","2.700","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Nitrate Nitrogen","1.490","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Oxidation Reduction Potential","145.000","mV"
"M35/7281","20214787","20-Jul 2021 12:30pm","pH","7.6",""
"M35/7281","20214787","20-Jul 2021 12:30pm","pH (Field)","6.66",""
"M35/7281","20214787","20-Jul 2021 12:30pm","Potassium, Dissolved","1.090","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Silica, Reactive","13.200","mg/L  as SiO2"
"M35/7281","20214787","20-Jul 2021 12:30pm","Sodium, Dissolved","7.900","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Sulphate","8.900","mg/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Sum of anions","1.600","meq/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Sum of cations","1.650","meq/L"
"M35/7281","20214787","20-Jul 2021 12:30pm","Total Coliforms","<1.00","number/100mL"
"M35/7281","20214787","20-Jul 2021 12:30pm","Water Temperature (Field)","13.3","C"
"M35/7281","20213315","16-Apr 2021 10:00am","Alkalinity, Total","58.0","g/m3 as CaCO3"
"M35/7281","20213315","16-Apr 2021 10:00am","Bicarbonate","70.000","mg/L  at 25°C"
"M35/7281","20213315","16-Apr 2021 10:00am","Calcium, Dissolved","13.800","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Chloride","6.500","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Conductivity","16.6","mS/m"
"M35/7281","20213315","16-Apr 2021 10:00am","Conductivity (Field)","16.45","mS/m"
"M35/7281","20213315","16-Apr 2021 10:00am","Difference in Ion Balance","11.100","%"
"M35/7281","20213315","16-Apr 2021 10:00am","Dissolved Oxygen","7.100","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Dissolved Oxygen Saturation","69.400","%"
"M35/7281","20213315","16-Apr 2021 10:00am","E. coli","<1","MPN/100mL"
"M35/7281","20213315","16-Apr 2021 10:00am","Hardness, Total","46.000","g/m3 as CaCO3"
"M35/7281","20213315","16-Apr 2021 10:00am","Magnesium, Dissolved","2.700","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Nitrate Nitrogen","1.670","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Oxidation Reduction Potential","272.600","mV"
"M35/7281","20213315","16-Apr 2021 10:00am","pH","7.8",""
"M35/7281","20213315","16-Apr 2021 10:00am","pH (Field)","6.43",""
"M35/7281","20213315","16-Apr 2021 10:00am","Potassium, Dissolved","0.960","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Silica, Reactive","13.700","mg/L  as SiO2"
"M35/7281","20213315","16-Apr 2021 10:00am","Sodium, Dissolved","8.500","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Sulphate","8.700","mg/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Sum of anions","1.640","meq/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Sum of cations","1.310","meq/L"
"M35/7281","20213315","16-Apr 2021 10:00am","Total Coliforms","<1.00","number/100mL"
"M35/7281","20213315","16-Apr 2021 10:00am","Water Temperature (Field)","13.5","C"
"M35/7281","20207333","20-Jan 2021 10:45am","Alkalinity, Total","56.0","g/m3 as CaCO3"
"M35/7281","20207333","20-Jan 2021 10:45am","Bicarbonate","68.000","mg/L  at 25°C"
"M35/7281","20207333","20-Jan 2021 10:45am","Calcium, Dissolved","20.000","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Chloride","6.500","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Conductivity","16.7","mS/m"
"M35/7281","20207333","20-Jan 2021 10:45am","Conductivity (Field)","15.82","mS/m"
"M35/7281","20207333","20-Jan 2021 10:45am","Difference in Ion Balance","1.200","%"
"M35/7281","20207333","20-Jan 2021 10:45am","Dissolved Oxygen","7.330","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Dissolved Oxygen Saturation","72.700","%"
"M35/7281","20207333","20-Jan 2021 10:45am","E. coli","<1","MPN/100mL"
"M35/7281","20207333","20-Jan 2021 10:45am","Hardness, Total","61.000","g/m3 as CaCO3"
"M35/7281","20207333","20-Jan 2021 10:45am","Magnesium, Dissolved","2.500","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Nitrate Nitrogen","1.840","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Oxidation Reduction Potential","205.300","mV"
"M35/7281","20207333","20-Jan 2021 10:45am","pH","7.1",""
"M35/7281","20207333","20-Jan 2021 10:45am","pH (Field)","6.25",""
"M35/7281","20207333","20-Jan 2021 10:45am","Potassium, Dissolved","1.060","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Silica, Reactive","13.700","mg/L  as SiO2"
"M35/7281","20207333","20-Jan 2021 10:45am","Sodium, Dissolved","7.700","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Sulphate","8.300","mg/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Sum of anions","1.610","meq/L"
"M35/7281","20207333","20-Jan 2021 10:45am","Sum of cations","1.570","meq/L"
