Site ID,M35/4875
Site Name,Missing Name
Site ID,SampleID,Collection Date,Measurement,Value,Units
"M35/4875","20240778","25-Jan 2024 08:20am","Conductivity (Field)","10.04","mS/m"
"M35/4875","20240778","25-Jan 2024 08:20am","Difference in Ion Balance","4.800","%"
"M35/4875","20240778","25-Jan 2024 08:20am","Dissolved Oxygen","5.740","mg/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Dissolved Oxygen Saturation","54.800","%"
"M35/4875","20240778","25-Jan 2024 08:20am","E. coli","<1","MPN/100mL"
"M35/4875","20240778","25-Jan 2024 08:20am","Hardness, Total","44.000","g/m3 as CaCO3"
"M35/4875","20240778","25-Jan 2024 08:20am","Magnesium, Dissolved","1.800","mg/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Nitrate Nitrogen","0.310","mg/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Oxidation Reduction Potential","247.500","mV"
"M35/4875","20240778","25-Jan 2024 08:20am","pH","7.2",""
"M35/4875","20240778","25-Jan 2024 08:20am","pH (Field)","6.64",""
"M35/4875","20240778","25-Jan 2024 08:20am","Potassium, Dissolved","0.880","mg/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Silica, Reactive","11.600","mg/L  as SiO2"
"M35/4875","20240778","25-Jan 2024 08:20am","Sodium, Dissolved","4.600","mg/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Sulphate","4.400","mg/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Sum of anions","1.010","meq/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Sum of cations","1.110","meq/L"
"M35/4875","20240778","25-Jan 2024 08:20am","Total Coliforms","613","number/100mL"
"M35/4875","20240778","25-Jan 2024 08:20am","Water Temperature (Field)","13.6","C"
"M35/4875","20235820","05-Oct 2023 11:30am","Alkalinity, Total","42.0","g/m3 as CaCO3"
"M35/4875","20235820","05-Oct 2023 11:30am","Aluminium, Dissolved","<0.003","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Bicarbonate","51.000","mg/L  at 25°C"
"M35/4875","20235820","05-Oct 2023 11:30am","Calcium, Dissolved","14.700","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Chloride","3.400","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Conductivity","11.0","mS/m"
"M35/4875","20235820","05-Oct 2023 11:30am","Conductivity (Field)","11.03","mS/m"
"M35/4875","20235820","05-Oct 2023 11:30am","Difference in Ion Balance","<0.100","%"
"M35/4875","20235820","05-Oct 2023 11:30am","Dissolved Oxygen","7.080","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Dissolved Oxygen Saturation","69.100","%"
"M35/4875","20235820","05-Oct 2023 11:30am","Dissolved Reactive Phosphorus","<0.0010","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","E. coli","<1","MPN/100mL"
"M35/4875","20235820","05-Oct 2023 11:30am","Hardness, Total","43.000","g/m3 as CaCO3"
"M35/4875","20235820","05-Oct 2023 11:30am","Iron, Dissolved","0.030","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Magnesium, Dissolved","1.600","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Manganese, Dissolved","0.0008","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Nitrate Nitrogen","0.630","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Nitrate-N Nitrite-N","0.630","g/m3"
"M35/4875","20235820","05-Oct 2023 11:30am","Nitrite Nitrogen","<0.002","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Oxidation Reduction Potential","175.600","mV"
"M35/4875","20235820","05-Oct 2023 11:30am","pH","7.5",""
"M35/4875","20235820","05-Oct 2023 11:30am","pH (Field)","6.77",""
"M35/4875","20235820","05-Oct 2023 11:30am","Potassium, Dissolved","0.870","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Silica, Reactive","11.600","mg/L  as SiO2"
"M35/4875","20235820","05-Oct 2023 11:30am","Sodium, Dissolved","4.700","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Sulphate","5.500","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Sum of anions","1.090","meq/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Sum of cations","1.090","meq/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Total Coliforms","1.00","number/100mL"
"M35/4875","20235820","05-Oct 2023 11:30am","Total Dissolved Phosphorus","<0.002","mg/L"
"M35/4875","20235820","05-Oct 2023 11:30am","Water Temperature (Field)","13.9","C"
"M35/4875","20234564","24-Jul 2023 09:40am","Alkalinity, Total","41.0","g/m3 as CaCO3"
"M35/4875","20234564","24-Jul 2023 09:40am","Bicarbonate","50.000","mg/L  at 25°C"
"M35/4875","20234564","24-Jul 2023 09:40am","Calcium, Dissolved","14.700","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Chloride","2.500","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Conductivity","10.4","mS/m"
"M35/4875","20234564","24-Jul 2023 09:40am","Conductivity (Field)","9.99","mS/m"
"M35/4875","20234564","24-Jul 2023 09:40am","Difference in Ion Balance","3.500","%"
"M35/4875","20234564","24-Jul 2023 09:40am","Dissolved Oxygen","5.390","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Dissolved Oxygen Saturation","51.700","%"
"M35/4875","20234564","24-Jul 2023 09:40am","E. coli","<1","MPN/100mL"
"M35/4875","20234564","24-Jul 2023 09:40am","Hardness, Total","44.000","g/m3 as CaCO3"
"M35/4875","20234564","24-Jul 2023 09:40am","Magnesium, Dissolved","1.680","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Nitrate Nitrogen","0.340","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Oxidation Reduction Potential","86.900","mV"
"M35/4875","20234564","24-Jul 2023 09:40am","pH","7.3",""
"M35/4875","20234564","24-Jul 2023 09:40am","pH (Field)","6.38",""
"M35/4875","20234564","24-Jul 2023 09:40am","Potassium, Dissolved","0.850","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Silica, Reactive","11.900","mg/L  as SiO2"
"M35/4875","20234564","24-Jul 2023 09:40am","Sodium, Dissolved","4.400","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Sulphate","4.400","mg/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Sum of anions","1.010","meq/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Sum of cations","1.080","meq/L"
"M35/4875","20234564","24-Jul 2023 09:40am","Total Coliforms","<1.00","number/100mL"
"M35/4875","20234564","24-Jul 2023 09:40am","Water Temperature (Field)","13.5","C"
"M35/4875","20233205","20-Apr 2023 10:00am","Alkalinity, Total","42.0","g/m3 as CaCO3"
"M35/4875","20233205","20-Apr 2023 10:00am","Bicarbonate","51.000","mg/L  at 25°C"
"M35/4875","20233205","20-Apr 2023 10:00am","Calcium, Dissolved","15.500","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Chloride","2.800","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Conductivity","10.7","mS/m"
"M35/4875","20233205","20-Apr 2023 10:00am","Conductivity (Field)","10.11","mS/m"
"M35/4875","20233205","20-Apr 2023 10:00am","Difference in Ion Balance","3.800","%"
"M35/4875","20233205","20-Apr 2023 10:00am","Dissolved Oxygen","5.870","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Dissolved Oxygen Saturation","56.600","%"
"M35/4875","20233205","20-Apr 2023 10:00am","E. coli","<1","MPN/100mL"
"M35/4875","20233205","20-Apr 2023 10:00am","Hardness, Total","46.000","g/m3 as CaCO3"
"M35/4875","20233205","20-Apr 2023 10:00am","Magnesium, Dissolved","1.800","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Nitrate Nitrogen","0.410","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Oxidation Reduction Potential","110.900","mV"
"M35/4875","20233205","20-Apr 2023 10:00am","pH","7.4",""
"M35/4875","20233205","20-Apr 2023 10:00am","pH (Field)","6.51",""
"M35/4875","20233205","20-Apr 2023 10:00am","Potassium, Dissolved","0.840","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Silica, Reactive","11.700","mg/L  as SiO2"
"M35/4875","20233205","20-Apr 2023 10:00am","Sodium, Dissolved","4.400","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Sulphate","4.900","mg/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Sum of anions","1.050","meq/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Sum of cations","1.130","meq/L"
"M35/4875","20233205","20-Apr 2023 10:00am","Total Coliforms","<1.00","number/100mL"
"M35/4875","20233205","20-Apr 2023 10:00am","Water Temperature (Field)","13.7","C"
"M35/4875","20230194","25-Jan 2023 08:45am","Alkalinity, Total","42.0","g/m3 as CaCO3"
"M35/4875","20230194","25-Jan 2023 08:45am","Bicarbonate","51.000","mg/L  at 25°C"
"M35/4875","20230194","25-Jan 2023 08:45am","Calcium, Dissolved","14.300","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Chloride","3.900","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Conductivity","11.6","mS/m"
"M35/4875","20230194","25-Jan 2023 08:45am","Conductivity (Field)","10.83","mS/m"
"M35/4875","20230194","25-Jan 2023 08:45am","Difference in Ion Balance","0.150","%"
"M35/4875","20230194","25-Jan 2023 08:45am","Dissolved Oxygen","5.840","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Dissolved Oxygen Saturation","55.100","%"
"M35/4875","20230194","25-Jan 2023 08:45am","E. coli","<1","MPN/100mL"
"M35/4875","20230194","25-Jan 2023 08:45am","Hardness, Total","43.000","g/m3 as CaCO3"
"M35/4875","20230194","25-Jan 2023 08:45am","Magnesium, Dissolved","1.820","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Nitrate Nitrogen","0.600","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Oxidation Reduction Potential","104.700","mV"
"M35/4875","20230194","25-Jan 2023 08:45am","pH","7.3",""
"M35/4875","20230194","25-Jan 2023 08:45am","pH (Field)","6.47",""
"M35/4875","20230194","25-Jan 2023 08:45am","Potassium, Dissolved","0.850","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Silica, Reactive","11.300","mg/L  as SiO2"
"M35/4875","20230194","25-Jan 2023 08:45am","Sodium, Dissolved","4.800","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Sulphate","5.100","mg/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Sum of anions","1.090","meq/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Sum of cations","1.090","meq/L"
"M35/4875","20230194","25-Jan 2023 08:45am","Total Coliforms","2.00","number/100mL"
"M35/4875","20230194","25-Jan 2023 08:45am","Water Temperature (Field)","13.3","C"
"M35/4875","20225706","13-Oct 2022 10:05am","Alkalinity, Total","42.0","g/m3 as CaCO3"
"M35/4875","20225706","13-Oct 2022 10:05am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Arsenic, Dissolved","<0.0010","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Bicarbonate","51.000","mg/L  at 25°C"
"M35/4875","20225706","13-Oct 2022 10:05am","Calcium, Dissolved","17.800","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Chloride","6.400","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Conductivity","13.8","mS/m"
"M35/4875","20225706","13-Oct 2022 10:05am","Conductivity (Field)","12.84","mS/m"
"M35/4875","20225706","13-Oct 2022 10:05am","Difference in Ion Balance","1.650","%"
"M35/4875","20225706","13-Oct 2022 10:05am","Dissolved Oxygen","6.220","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Dissolved Oxygen Saturation","59.700","%"
"M35/4875","20225706","13-Oct 2022 10:05am","Dissolved Reactive Phosphorus","0.0016","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","E. coli","<1","MPN/100mL"
"M35/4875","20225706","13-Oct 2022 10:05am","Hardness, Total","52.000","g/m3 as CaCO3"
"M35/4875","20225706","13-Oct 2022 10:05am","Iron, Dissolved","<0.020","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Magnesium, Dissolved","1.970","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Manganese, Dissolved","0.0006","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Nitrate Nitrogen","1.400","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Nitrate-N Nitrite-N","1.400","g/m3"
"M35/4875","20225706","13-Oct 2022 10:05am","Nitrite Nitrogen","<0.002","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Oxidation Reduction Potential","100.900","mV"
"M35/4875","20225706","13-Oct 2022 10:05am","pH","7.2",""
"M35/4875","20225706","13-Oct 2022 10:05am","pH (Field)","6.46",""
"M35/4875","20225706","13-Oct 2022 10:05am","Potassium, Dissolved","0.940","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Silica, Reactive","14.200","mg/L  as SiO2"
"M35/4875","20225706","13-Oct 2022 10:05am","Sodium, Dissolved","5.100","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Sulphate","6.800","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Sum of anions","1.250","meq/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Sum of cations","1.300","meq/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Total Coliforms","<1.00","number/100mL"
"M35/4875","20225706","13-Oct 2022 10:05am","Total Dissolved Phosphorus","0.003","mg/L"
"M35/4875","20225706","13-Oct 2022 10:05am","Water Temperature (Field)","13.5","C"
"M35/4875","20224536","25-Jul 2022 12:00pm","Alkalinity, Total","39.0","g/m3 as CaCO3"
"M35/4875","20224536","25-Jul 2022 12:00pm","Bicarbonate","47.000","mg/L  at 25°C"
"M35/4875","20224536","25-Jul 2022 12:00pm","Calcium, Dissolved","14.100","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Chloride","2.500","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Conductivity","10.3","mS/m"
"M35/4875","20224536","25-Jul 2022 12:00pm","Conductivity (Field)","9.68","mS/m"
"M35/4875","20224536","25-Jul 2022 12:00pm","Difference in Ion Balance","2.500","%"
"M35/4875","20224536","25-Jul 2022 12:00pm","Dissolved Oxygen","5.530","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Dissolved Oxygen Saturation","50.500","%"
"M35/4875","20224536","25-Jul 2022 12:00pm","E. coli","<1","MPN/100mL"
"M35/4875","20224536","25-Jul 2022 12:00pm","Hardness, Total","42.000","g/m3 as CaCO3"
"M35/4875","20224536","25-Jul 2022 12:00pm","Magnesium, Dissolved","1.540","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Nitrate Nitrogen","0.360","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Oxidation Reduction Potential","122.400","mV"
"M35/4875","20224536","25-Jul 2022 12:00pm","pH","7.4",""
"M35/4875","20224536","25-Jul 2022 12:00pm","pH (Field)","6.47",""
"M35/4875","20224536","25-Jul 2022 12:00pm","Potassium, Dissolved","0.820","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Silica, Reactive","11.700","mg/L  as SiO2"
"M35/4875","20224536","25-Jul 2022 12:00pm","Sodium, Dissolved","4.200","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Sulphate","5.000","mg/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Sum of anions","0.980","meq/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Sum of cations","1.030","meq/L"
"M35/4875","20224536","25-Jul 2022 12:00pm","Total Coliforms","2.00","number/100mL"
"M35/4875","20224536","25-Jul 2022 12:00pm","Water Temperature (Field)","13.4","C"
"M35/4875","20223097","20-Apr 2022 09:00am","Alkalinity, Total","39.0","g/m3 as CaCO3"
"M35/4875","20223097","20-Apr 2022 09:00am","Bicarbonate","48.000","mg/L  at 25°C"
"M35/4875","20223097","20-Apr 2022 09:00am","Calcium, Dissolved","13.700","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Chloride","2.500","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Conductivity","9.8","mS/m"
"M35/4875","20223097","20-Apr 2022 09:00am","Conductivity (Field)","8.97","mS/m"
"M35/4875","20223097","20-Apr 2022 09:00am","Difference in Ion Balance","1.250","%"
"M35/4875","20223097","20-Apr 2022 09:00am","Dissolved Oxygen","5.150","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Dissolved Oxygen Saturation","49.100","%"
"M35/4875","20223097","20-Apr 2022 09:00am","Hardness, Total","41.000","g/m3 as CaCO3"
"M35/4875","20223097","20-Apr 2022 09:00am","Magnesium, Dissolved","1.540","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Nitrate Nitrogen","0.350","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Oxidation Reduction Potential","214.000","mV"
"M35/4875","20223097","20-Apr 2022 09:00am","pH","7.3",""
"M35/4875","20223097","20-Apr 2022 09:00am","pH (Field)","6.44",""
"M35/4875","20223097","20-Apr 2022 09:00am","Potassium, Dissolved","0.850","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Silica, Reactive","11.100","mg/L  as SiO2"
"M35/4875","20223097","20-Apr 2022 09:00am","Sodium, Dissolved","4.200","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Sulphate","5.000","mg/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Sum of anions","0.990","meq/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Sum of cations","1.020","meq/L"
"M35/4875","20223097","20-Apr 2022 09:00am","Water Temperature (Field)","13.5","C"
"M35/4875","20220894","26-Jan 2022 08:15am","Alkalinity, Total","38.0","g/m3 as CaCO3"
"M35/4875","20220894","26-Jan 2022 08:15am","Bicarbonate","46.000","mg/L  at 25°C"
"M35/4875","20220894","26-Jan 2022 08:15am","Calcium, Dissolved","12.700","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Chloride","2.300","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Conductivity","9.5","mS/m"
"M35/4875","20220894","26-Jan 2022 08:15am","Conductivity (Field)","9.36","mS/m"
"M35/4875","20220894","26-Jan 2022 08:15am","Difference in Ion Balance","0.810","%"
"M35/4875","20220894","26-Jan 2022 08:15am","Dissolved Oxygen","5.700","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Dissolved Oxygen Saturation","55.500","%"
"M35/4875","20220894","26-Jan 2022 08:15am","E. coli","<1","MPN/100mL"
"M35/4875","20220894","26-Jan 2022 08:15am","Hardness, Total","38.000","g/m3 as CaCO3"
"M35/4875","20220894","26-Jan 2022 08:15am","Magnesium, Dissolved","1.460","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Nitrate Nitrogen","0.350","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Oxidation Reduction Potential","134.000","mV"
"M35/4875","20220894","26-Jan 2022 08:15am","pH","7.4",""
"M35/4875","20220894","26-Jan 2022 08:15am","pH (Field)","6.46",""
"M35/4875","20220894","26-Jan 2022 08:15am","Potassium, Dissolved","0.800","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Silica, Reactive","11.400","mg/L  as SiO2"
"M35/4875","20220894","26-Jan 2022 08:15am","Sodium, Dissolved","4.100","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Sulphate","4.900","mg/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Sum of anions","0.940","meq/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Sum of cations","0.960","meq/L"
"M35/4875","20220894","26-Jan 2022 08:15am","Total Coliforms","50.0","number/100mL"
"M35/4875","20220894","26-Jan 2022 08:15am","Water Temperature (Field)","13.5","C"
"M35/4875","20215949","06-Oct 2021 14:15pm","Alkalinity, Total","37.0","g/m3 as CaCO3"
"M35/4875","20215949","06-Oct 2021 14:15pm","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Bicarbonate","45.000","mg/L  at 25°C"
"M35/4875","20215949","06-Oct 2021 14:15pm","Calcium, Dissolved","12.600","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Chloride","2.500","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Conductivity","9.6","mS/m"
"M35/4875","20215949","06-Oct 2021 14:15pm","Conductivity (Field)","9.13","mS/m"
"M35/4875","20215949","06-Oct 2021 14:15pm","Difference in Ion Balance","0.420","%"
"M35/4875","20215949","06-Oct 2021 14:15pm","Dissolved Oxygen","5.750","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Dissolved Oxygen Saturation","55.700","%"
"M35/4875","20215949","06-Oct 2021 14:15pm","Dissolved Reactive Phosphorus","0.0023","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","E. coli","<1","MPN/100mL"
"M35/4875","20215949","06-Oct 2021 14:15pm","Fluoride","0.060","g/m3"
"M35/4875","20215949","06-Oct 2021 14:15pm","Hardness, Total","37.000","g/m3 as CaCO3"
"M35/4875","20215949","06-Oct 2021 14:15pm","Iron, Dissolved","<0.020","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Magnesium, Dissolved","1.420","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Manganese, Dissolved","<0.0005","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Nitrate Nitrogen","0.490","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Nitrate-N Nitrite-N","0.490","g/m3"
"M35/4875","20215949","06-Oct 2021 14:15pm","Nitrite Nitrogen","<0.002","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Oxidation Reduction Potential","201.500","mV"
"M35/4875","20215949","06-Oct 2021 14:15pm","pH","7.4",""
"M35/4875","20215949","06-Oct 2021 14:15pm","pH (Field)","7.60",""
"M35/4875","20215949","06-Oct 2021 14:15pm","Potassium, Dissolved","0.810","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Silica, Reactive","11.300","mg/L  as SiO2"
"M35/4875","20215949","06-Oct 2021 14:15pm","Sodium, Dissolved","4.100","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Sulphate","4.900","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Sum of anions","0.950","meq/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Sum of cations","0.950","meq/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Total Coliforms","<1.00","number/100mL"
"M35/4875","20215949","06-Oct 2021 14:15pm","Total Dissolved Phosphorus","0.002","mg/L"
"M35/4875","20215949","06-Oct 2021 14:15pm","Water Temperature (Field)","13.6","C"
"M35/4875","20214785","21-Jul 2021 08:30am","Alkalinity, Total","37.0","g/m3 as CaCO3"
"M35/4875","20214785","21-Jul 2021 08:30am","Bicarbonate","45.000","mg/L  at 25°C"
"M35/4875","20214785","21-Jul 2021 08:30am","Calcium, Dissolved","13.100","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Chloride","2.000","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Conductivity","9.6","mS/m"
"M35/4875","20214785","21-Jul 2021 08:30am","Conductivity (Field)","9.35","mS/m"
"M35/4875","20214785","21-Jul 2021 08:30am","Difference in Ion Balance","2.100","%"
"M35/4875","20214785","21-Jul 2021 08:30am","Dissolved Oxygen","5.280","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Dissolved Oxygen Saturation","51.200","%"
"M35/4875","20214785","21-Jul 2021 08:30am","E. coli","<1","MPN/100mL"
"M35/4875","20214785","21-Jul 2021 08:30am","Hardness, Total","39.000","g/m3 as CaCO3"
"M35/4875","20214785","21-Jul 2021 08:30am","Magnesium, Dissolved","1.480","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Nitrate Nitrogen","0.350","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Oxidation Reduction Potential","250.700","mV"
"M35/4875","20214785","21-Jul 2021 08:30am","pH","7.3",""
"M35/4875","20214785","21-Jul 2021 08:30am","pH (Field)","6.52",""
"M35/4875","20214785","21-Jul 2021 08:30am","Potassium, Dissolved","0.800","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Silica, Reactive","11.700","mg/L  as SiO2"
"M35/4875","20214785","21-Jul 2021 08:30am","Sodium, Dissolved","4.000","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Sulphate","4.900","mg/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Sum of anions","0.930","meq/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Sum of cations","0.970","meq/L"
"M35/4875","20214785","21-Jul 2021 08:30am","Total Coliforms","<1.00","number/100mL"
